,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1541,2005-07-06 00:00:00,Industrial,Venta,Tarragona,243.0,2401083.0,2006-04-08 00:00:00,Joaquín
1543,2005-07-06 00:00:00,Parking,Venta,Lleida,199.0,1573493.0,2006-07-02 00:00:00,Luisa
1545,2005-07-07 00:00:00,Piso,Alquiler,Girona,135.0,1294110.0,2006-03-08 00:00:00,Jesús
1546,2005-07-07 00:00:00,Piso,Venta,Barcelona,214.0,1258534.0,2006-01-27 00:00:00,María
1550,2005-07-09 00:00:00,Suelo,Alquiler,Girona,167.0,944385.0,2006-02-15 00:00:00,Carmen
1555,2005-07-12 00:00:00,Piso,Alquiler,Tarragona,183.0,1388238.0,2006-06-13 00:00:00,Joaquín
1556,2005-07-12 00:00:00,Local,Venta,Barcelona,159.0,1582845.0,2006-04-15 00:00:00,Pedro
1559,2005-07-14 00:00:00,Casa,Alquiler,Girona,177.0,1074921.0,2005-10-25 00:00:00,Luisa
1560,2005-07-15 00:00:00,Casa,Alquiler,Barcelona,291.0,1823406.0,2006-05-02 00:00:00,Pedro
1562,2005-07-15 00:00:00,Suelo,Venta,Girona,206.0,1881810.0,2006-07-10 00:00:00,Joaquín
1563,2005-07-15 00:00:00,Parking,Venta,Lleida,240.0,1983840.0,2005-10-18 00:00:00,Pedro
1566,2005-07-16 00:00:00,Oficina,Alquiler,Tarragona,296.0,2057496.0,2005-11-13 00:00:00,Jesús
1567,2005-07-17 00:00:00,Piso,Alquiler,Lleida,210.0,2005080.0,2006-04-25 00:00:00,Pedro
1568,2005-07-17 00:00:00,Oficina,Alquiler,Tarragona,273.0,2202837.0,2006-06-27 00:00:00,María
1570,2005-07-18 00:00:00,Casa,Venta,Barcelona,127.0,583692.0,2006-01-11 00:00:00,Carmen
1571,2005-07-18 00:00:00,Local,Alquiler,Barcelona,300.0,1716300.0,2006-04-21 00:00:00,María
1572,2005-07-18 00:00:00,Local,Venta,Barcelona,202.0,1271388.0,2006-01-10 00:00:00,Joaquín
1573,2005-07-18 00:00:00,Piso,Alquiler,Barcelona,203.0,1699719.0,2006-01-10 00:00:00,Jesús
1574,2005-07-19 00:00:00,Industrial,Venta,Barcelona,275.0,1620575.0,2006-02-18 00:00:00,Joaquín
1575,2005-07-20 00:00:00,Piso,Alquiler,Lleida,298.0,2207286.0,2006-07-09 00:00:00,Pedro
1576,2005-07-20 00:00:00,Piso,Alquiler,Tarragona,288.0,1186560.0,2005-11-05 00:00:00,Luisa
1577,2005-07-20 00:00:00,Local,Venta,Girona,178.0,1723040.0,2006-04-05 00:00:00,Jesús
1578,2005-07-20 00:00:00,Suelo,Venta,Tarragona,141.0,1207101.0,2006-02-20 00:00:00,María
1579,2005-07-21 00:00:00,Piso,Venta,Tarragona,110.0,786830.0,2005-11-18 00:00:00,Carmen
1580,2005-07-21 00:00:00,Suelo,Alquiler,Tarragona,233.0,2224917.0,2005-10-27 00:00:00,Jesús
1581,2005-07-21 00:00:00,Parking,Alquiler,Lleida,297.0,2463021.0,2006-03-13 00:00:00,María
1582,2005-07-22 00:00:00,Suelo,Alquiler,Girona,300.0,1832100.0,2006-05-02 00:00:00,Carmen
1584,2005-07-22 00:00:00,Casa,Venta,Girona,203.0,1026774.0,2006-07-04 00:00:00,Pedro
1585,2005-07-22 00:00:00,Industrial,Venta,Tarragona,291.0,1447434.0,2006-02-02 00:00:00,María
1587,2005-07-23 00:00:00,Local,Alquiler,Girona,245.0,2170945.0,2006-05-14 00:00:00,Jesús
1588,2005-07-23 00:00:00,Casa,Venta,Lleida,287.0,1607487.0,2005-11-01 00:00:00,Carmen
1590,2005-07-24 00:00:00,Parking,Venta,Tarragona,255.0,1627920.0,2006-03-12 00:00:00,Jesús
1591,2005-07-24 00:00:00,Parking,Venta,Barcelona,207.0,1107864.0,2006-05-15 00:00:00,Luisa
1593,2005-07-25 00:00:00,Local,Venta,Girona,80.0,568880.0,2005-10-29 00:00:00,Carmen
1595,2005-07-25 00:00:00,Suelo,Alquiler,Barcelona,264.0,2133120.0,2006-01-26 00:00:00,María
1596,2005-07-26 00:00:00,Parking,Venta,Lleida,256.0,1656064.0,2006-02-02 00:00:00,Pedro
1597,2005-07-26 00:00:00,Industrial,Alquiler,Girona,167.0,1606206.0,2005-12-11 00:00:00,Joaquín
1598,2005-07-26 00:00:00,Suelo,Alquiler,Girona,245.0,1311730.0,2006-01-06 00:00:00,Pedro
1599,2005-07-27 00:00:00,Oficina,Alquiler,Lleida,114.0,764370.0,2006-02-24 00:00:00,Carmen
1600,2005-07-28 00:00:00,Industrial,Venta,Lleida,136.0,1309544.0,2005-11-19 00:00:00,Joaquín
1602,2005-07-28 00:00:00,Piso,Alquiler,Barcelona,165.0,687720.0,2006-02-20 00:00:00,Carmen
1603,2005-07-29 00:00:00,Suelo,Venta,Tarragona,132.0,807048.0,2005-10-31 00:00:00,Carmen
1604,2005-07-30 00:00:00,Casa,Alquiler,Barcelona,260.0,1301560.0,2005-12-29 00:00:00,Carmen
1605,2005-07-31 00:00:00,Piso,Alquiler,Barcelona,211.0,1951328.0,2006-01-03 00:00:00,Luisa
1609,2005-08-01 00:00:00,Piso,Venta,Lleida,245.0,2292465.0,2006-06-10 00:00:00,Carmen
1611,2005-08-03 00:00:00,Oficina,Venta,Lleida,275.0,2110900.0,2006-07-24 00:00:00,Pedro
1612,2005-08-03 00:00:00,Industrial,Alquiler,Girona,84.0,690396.0,2006-02-08 00:00:00,Carmen
1618,2005-08-04 00:00:00,Casa,Alquiler,Girona,222.0,1477410.0,2006-05-06 00:00:00,María
1620,2005-08-04 00:00:00,Casa,Venta,Girona,286.0,1658800.0,2005-11-27 00:00:00,María
1621,2005-08-04 00:00:00,Industrial,Venta,Tarragona,233.0,1782683.0,2006-07-28 00:00:00,Pedro
1624,2005-08-05 00:00:00,Oficina,Alquiler,Lleida,73.0,328646.0,2006-02-01 00:00:00,Carmen
1625,2005-08-05 00:00:00,Local,Venta,Barcelona,188.0,1209216.0,2006-03-14 00:00:00,María
1626,2005-08-06 00:00:00,Parking,Venta,Barcelona,245.0,1202705.0,2005-12-10 00:00:00,Jesús
1627,2005-08-06 00:00:00,Parking,Venta,Girona,297.0,2440449.0,2006-08-03 00:00:00,Carmen
1630,2005-08-07 00:00:00,Local,Alquiler,Barcelona,300.0,1900200.0,2005-12-09 00:00:00,Pedro
1632,2005-08-07 00:00:00,Suelo,Venta,Lleida,201.0,1522977.0,2005-11-24 00:00:00,Carmen
1634,2005-08-08 00:00:00,Piso,Alquiler,Barcelona,250.0,1669250.0,2006-01-04 00:00:00,María
1635,2005-08-08 00:00:00,Suelo,Venta,Girona,224.0,1448384.0,2005-12-20 00:00:00,Joaquín
1637,2005-08-08 00:00:00,Piso,Venta,Girona,184.0,1156808.0,2006-04-26 00:00:00,Carmen
1638,2005-08-09 00:00:00,Parking,Venta,Lleida,300.0,2155200.0,2006-08-05 00:00:00,Jesús
1639,2005-08-09 00:00:00,Parking,Alquiler,Tarragona,162.0,1297134.0,2006-02-14 00:00:00,María
1641,2005-08-10 00:00:00,Industrial,Venta,Lleida,276.0,2667816.0,2005-12-16 00:00:00,Joaquín
1642,2005-08-10 00:00:00,Piso,Alquiler,Tarragona,130.0,1246050.0,2005-11-27 00:00:00,Luisa
1643,2005-08-10 00:00:00,Local,Venta,Barcelona,269.0,2384954.0,2006-02-12 00:00:00,María
1645,2005-08-11 00:00:00,Parking,Venta,Girona,184.0,1147608.0,2006-06-29 00:00:00,Luisa
1646,2005-08-12 00:00:00,Local,Venta,Tarragona,297.0,2888325.0,2005-11-27 00:00:00,Pedro
1648,2005-08-14 00:00:00,Local,Venta,Barcelona,119.0,906780.0,2005-11-21 00:00:00,Carmen
1649,2005-08-14 00:00:00,Casa,Alquiler,Tarragona,57.0,293037.0,2005-11-27 00:00:00,Carmen
1651,2005-08-15 00:00:00,Casa,Alquiler,Girona,63.0,601398.0,2006-03-01 00:00:00,Carmen
1652,2005-08-15 00:00:00,Piso,Alquiler,Lleida,159.0,761928.0,2006-02-05 00:00:00,Carmen
1657,2005-08-16 00:00:00,Parking,Alquiler,Barcelona,232.0,1643256.0,2006-02-22 00:00:00,María
1658,2005-08-16 00:00:00,Suelo,Alquiler,Barcelona,221.0,1069640.0,2006-06-01 00:00:00,Joaquín
1659,2005-08-16 00:00:00,Suelo,Alquiler,Lleida,212.0,1926868.0,2005-11-24 00:00:00,Carmen
1661,2005-08-17 00:00:00,Piso,Venta,Lleida,167.0,1423007.0,2006-04-08 00:00:00,Carmen
1663,2005-08-19 00:00:00,Oficina,Venta,Girona,272.0,2233120.0,2005-12-13 00:00:00,Luisa
1664,2005-08-19 00:00:00,Industrial,Alquiler,Lleida,238.0,2275994.0,2006-06-15 00:00:00,Joaquín
1668,2005-08-23 00:00:00,Oficina,Alquiler,Girona,203.0,1933372.0,2006-01-31 00:00:00,Jesús
1669,2005-08-23 00:00:00,Local,Venta,Tarragona,263.0,1499889.0,2006-08-08 00:00:00,Pedro
1670,2005-08-24 00:00:00,Industrial,Venta,Tarragona,236.0,1707224.0,2006-02-05 00:00:00,Pedro
1671,2005-08-25 00:00:00,Oficina,Venta,Girona,227.0,1789214.0,2005-12-02 00:00:00,Joaquín
1672,2005-08-26 00:00:00,Industrial,Venta,Lleida,223.0,1509710.0,2006-01-11 00:00:00,Jesús
1673,2005-08-26 00:00:00,Casa,Venta,Girona,242.0,2290046.0,2006-01-24 00:00:00,María
1674,2005-08-26 00:00:00,Piso,Alquiler,Tarragona,216.0,2045304.0,2006-04-09 00:00:00,Jesús
1675,2005-08-27 00:00:00,Oficina,Venta,Tarragona,239.0,2181353.0,2006-06-15 00:00:00,María
1676,2005-08-27 00:00:00,Industrial,Venta,Lleida,300.0,2625600.0,2006-01-08 00:00:00,María
1680,2005-08-28 00:00:00,Casa,Venta,Girona,284.0,1459192.0,2006-07-02 00:00:00,María
1681,2005-08-28 00:00:00,Casa,Alquiler,Girona,265.0,1441070.0,2006-08-04 00:00:00,Jesús
1683,2005-08-28 00:00:00,Industrial,Alquiler,Girona,224.0,1932448.0,2006-02-03 00:00:00,Carmen
1684,2005-08-28 00:00:00,Piso,Alquiler,Barcelona,254.0,1191260.0,2006-07-27 00:00:00,Pedro
1687,2005-08-29 00:00:00,Piso,Alquiler,Lleida,252.0,1923516.0,2006-05-23 00:00:00,Pedro
1688,2005-08-29 00:00:00,Piso,Alquiler,Girona,108.0,581580.0,2006-08-04 00:00:00,Carmen
1689,2005-08-30 00:00:00,Parking,Venta,Girona,142.0,681884.0,2006-06-12 00:00:00,Carmen
1692,2005-08-30 00:00:00,Suelo,Venta,Lleida,233.0,2171327.0,2006-01-09 00:00:00,Jesús
1693,2005-08-31 00:00:00,Local,Venta,Girona,275.0,1826825.0,2006-05-14 00:00:00,Jesús
1694,2005-08-31 00:00:00,Casa,Alquiler,Girona,248.0,1234048.0,2006-02-28 00:00:00,Jesús
1695,2005-08-31 00:00:00,Industrial,Venta,Barcelona,158.0,1473982.0,2006-08-29 00:00:00,Carmen
1696,2005-09-01 00:00:00,Industrial,Venta,Girona,116.0,1143412.0,2006-07-03 00:00:00,María
1697,2005-09-02 00:00:00,Industrial,Alquiler,Barcelona,213.0,1333593.0,2006-04-06 00:00:00,Jesús
1698,2005-09-03 00:00:00,Industrial,Alquiler,Barcelona,202.0,1558430.0,2006-01-26 00:00:00,Jesús
1699,2005-09-03 00:00:00,Parking,Venta,Barcelona,163.0,1150128.0,2006-03-18 00:00:00,Joaquín
1700,2005-09-03 00:00:00,Piso,Venta,Barcelona,245.0,1517285.0,2006-05-07 00:00:00,Luisa
1702,2005-09-06 00:00:00,Industrial,Venta,Lleida,288.0,2171520.0,2006-08-28 00:00:00,Carmen
1704,2005-09-06 00:00:00,Local,Alquiler,Tarragona,170.0,1429020.0,2005-12-14 00:00:00,Pedro
1705,2005-09-06 00:00:00,Industrial,Alquiler,Tarragona,261.0,2026404.0,2006-02-05 00:00:00,Carmen
1707,2005-09-07 00:00:00,Casa,Alquiler,Tarragona,205.0,1762180.0,2006-05-14 00:00:00,Jesús
1709,2005-09-07 00:00:00,Local,Venta,Barcelona,272.0,2074000.0,2006-08-14 00:00:00,Joaquín
1710,2005-09-08 00:00:00,Local,Venta,Barcelona,299.0,1424436.0,2006-01-17 00:00:00,Carmen
1711,2005-09-08 00:00:00,Parking,Alquiler,Lleida,115.0,907580.0,2006-07-11 00:00:00,Carmen
1712,2005-09-09 00:00:00,Piso,Venta,Girona,201.0,1333434.0,2006-02-17 00:00:00,María
1715,2005-09-09 00:00:00,Oficina,Venta,Tarragona,187.0,1031305.0,2006-02-17 00:00:00,Joaquín
1717,2005-09-09 00:00:00,Local,Venta,Barcelona,218.0,1911424.0,2006-07-22 00:00:00,Carmen
1719,2005-09-10 00:00:00,Local,Venta,Barcelona,254.0,1668526.0,2005-12-29 00:00:00,Carmen
1721,2005-09-10 00:00:00,Piso,Alquiler,Tarragona,250.0,2478000.0,2006-04-27 00:00:00,Carmen
1722,2005-09-10 00:00:00,Oficina,Alquiler,Lleida,142.0,1201462.0,2006-08-06 00:00:00,Jesús
1723,2005-09-10 00:00:00,Parking,Venta,Tarragona,270.0,1798470.0,2006-03-02 00:00:00,Joaquín
1725,2005-09-11 00:00:00,Oficina,Alquiler,Lleida,194.0,1931658.0,2005-12-14 00:00:00,Jesús
1726,2005-09-11 00:00:00,Industrial,Venta,Tarragona,271.0,2028164.0,2006-01-07 00:00:00,María
1727,2005-09-11 00:00:00,Piso,Alquiler,Tarragona,240.0,1602720.0,2006-06-03 00:00:00,Joaquín
1728,2005-09-11 00:00:00,Suelo,Venta,Tarragona,185.0,1230990.0,2006-05-19 00:00:00,Jesús
1729,2005-09-12 00:00:00,Oficina,Venta,Tarragona,194.0,1490114.0,2005-12-18 00:00:00,Luisa
1730,2005-09-12 00:00:00,Parking,Venta,Tarragona,223.0,2143922.0,2006-04-20 00:00:00,Jesús
1732,2005-09-13 00:00:00,Industrial,Venta,Barcelona,140.0,864080.0,2006-02-08 00:00:00,Carmen
1734,2005-09-14 00:00:00,Parking,Alquiler,Girona,258.0,1430352.0,2006-01-14 00:00:00,María
1735,2005-09-14 00:00:00,Industrial,Alquiler,Tarragona,176.0,1043856.0,2006-05-25 00:00:00,Jesús
1740,2005-09-16 00:00:00,Oficina,Venta,Tarragona,79.0,441373.0,2006-02-02 00:00:00,Carmen
1742,2005-09-17 00:00:00,Casa,Venta,Girona,292.0,2630336.0,2006-01-08 00:00:00,Joaquín
1745,2005-09-19 00:00:00,Parking,Alquiler,Barcelona,193.0,1540140.0,2006-08-08 00:00:00,Jesús
1746,2005-09-20 00:00:00,Piso,Alquiler,Girona,240.0,2183760.0,2006-01-27 00:00:00,Jesús
1750,2005-09-21 00:00:00,Parking,Alquiler,Girona,258.0,1758786.0,2006-02-24 00:00:00,Jesús
1752,2005-09-21 00:00:00,Casa,Alquiler,Tarragona,185.0,1129980.0,2006-04-10 00:00:00,Pedro
1753,2005-09-21 00:00:00,Piso,Venta,Lleida,55.0,433235.0,2006-03-23 00:00:00,Carmen
1754,2005-09-22 00:00:00,Casa,Venta,Barcelona,182.0,1305304.0,2006-06-06 00:00:00,Luisa
1756,2005-09-24 00:00:00,Suelo,Alquiler,Tarragona,204.0,878424.0,2006-07-23 00:00:00,Carmen
1758,2005-09-25 00:00:00,Casa,Venta,Tarragona,232.0,2133472.0,2006-05-18 00:00:00,Carmen
1760,2005-09-26 00:00:00,Piso,Venta,Lleida,214.0,1689316.0,2006-01-17 00:00:00,Carmen
1761,2005-09-26 00:00:00,Casa,Venta,Girona,191.0,1514057.0,2006-09-20 00:00:00,Luisa
1765,2005-09-29 00:00:00,Oficina,Venta,Barcelona,231.0,2299374.0,2006-05-15 00:00:00,Jesús
1770,2005-10-01 00:00:00,Local,Alquiler,Tarragona,285.0,1779825.0,2006-02-28 00:00:00,María
1773,2005-10-01 00:00:00,Casa,Venta,Lleida,193.0,1033515.0,2005-12-30 00:00:00,Pedro
1775,2005-10-01 00:00:00,Parking,Venta,Tarragona,229.0,2215117.0,2006-08-01 00:00:00,Jesús
1776,2005-10-02 00:00:00,Local,Venta,Girona,279.0,1512738.0,2006-07-08 00:00:00,Luisa
1777,2005-10-02 00:00:00,Local,Alquiler,Barcelona,204.0,1929228.0,2006-05-14 00:00:00,Pedro
1781,2005-10-02 00:00:00,Casa,Alquiler,Barcelona,258.0,1146552.0,2006-07-26 00:00:00,Luisa
1782,2005-10-03 00:00:00,Piso,Venta,Lleida,300.0,1506300.0,2006-04-24 00:00:00,Pedro
1786,2005-10-03 00:00:00,Parking,Venta,Tarragona,299.0,2669472.0,2006-06-10 00:00:00,Joaquín
1789,2005-10-04 00:00:00,Local,Venta,Girona,238.0,2184364.0,2006-08-11 00:00:00,Luisa
1790,2005-10-04 00:00:00,Oficina,Alquiler,Girona,228.0,1747392.0,2006-05-24 00:00:00,Carmen
1792,2005-10-05 00:00:00,Casa,Alquiler,Barcelona,274.0,1753052.0,2006-02-28 00:00:00,Joaquín
1794,2005-10-05 00:00:00,Oficina,Venta,Barcelona,224.0,1420160.0,2006-05-03 00:00:00,Jesús
1795,2005-10-06 00:00:00,Casa,Alquiler,Girona,208.0,1811680.0,2006-05-31 00:00:00,Jesús
1796,2005-10-06 00:00:00,Suelo,Alquiler,Lleida,132.0,882420.0,2006-10-06 00:00:00,Carmen
1797,2005-10-06 00:00:00,Local,Alquiler,Barcelona,211.0,1522998.0,2006-06-02 00:00:00,Luisa
1798,2005-10-06 00:00:00,Oficina,Alquiler,Lleida,289.0,2249576.0,2006-06-18 00:00:00,Carmen
1799,2005-10-06 00:00:00,Industrial,Venta,Lleida,160.0,1319520.0,2006-08-02 00:00:00,Jesús
1800,2005-10-06 00:00:00,Piso,Venta,Tarragona,127.0,1204722.0,2006-07-29 00:00:00,Joaquín
1801,2005-10-07 00:00:00,Oficina,Venta,Barcelona,158.0,909606.0,2006-06-19 00:00:00,Carmen
1802,2005-10-07 00:00:00,Casa,Venta,Lleida,253.0,2378453.0,2006-09-10 00:00:00,Luisa
1804,2005-10-07 00:00:00,Suelo,Venta,Barcelona,242.0,1963104.0,2006-07-19 00:00:00,Pedro
1805,2005-10-08 00:00:00,Industrial,Venta,Tarragona,264.0,1133352.0,2006-02-02 00:00:00,Pedro
1806,2005-10-09 00:00:00,Local,Alquiler,Girona,211.0,1244056.0,2006-09-01 00:00:00,María
1808,2005-10-11 00:00:00,Local,Alquiler,Girona,151.0,1382707.0,2006-05-07 00:00:00,María
1809,2005-10-11 00:00:00,Industrial,Venta,Barcelona,64.0,480384.0,2006-05-15 00:00:00,Carmen
1810,2005-10-12 00:00:00,Oficina,Venta,Lleida,215.0,1473180.0,2006-05-12 00:00:00,Pedro
1812,2005-10-12 00:00:00,Local,Alquiler,Girona,246.0,2010312.0,2006-02-21 00:00:00,María
1815,2005-10-12 00:00:00,Industrial,Venta,Tarragona,120.0,1050000.0,2006-02-05 00:00:00,Pedro
1817,2005-10-13 00:00:00,Local,Venta,Lleida,255.0,2063460.0,2006-05-25 00:00:00,Luisa
1818,2005-10-13 00:00:00,Casa,Venta,Lleida,245.0,1605730.0,2006-06-20 00:00:00,Pedro
1820,2005-10-14 00:00:00,Casa,Alquiler,Girona,207.0,1556226.0,2006-06-21 00:00:00,Carmen
1822,2005-10-15 00:00:00,Parking,Alquiler,Barcelona,271.0,2334123.0,2006-08-02 00:00:00,Joaquín
1823,2005-10-15 00:00:00,Local,Alquiler,Lleida,257.0,2136184.0,2006-04-18 00:00:00,Jesús
1824,2005-10-15 00:00:00,Piso,Venta,Girona,262.0,2390750.0,2006-03-11 00:00:00,Pedro
1826,2005-10-16 00:00:00,Oficina,Venta,Girona,145.0,1169860.0,2006-05-06 00:00:00,Joaquín
1827,2005-10-16 00:00:00,Local,Venta,Barcelona,214.0,1687604.0,2006-01-22 00:00:00,Luisa
1829,2005-10-17 00:00:00,Oficina,Venta,Lleida,202.0,1867692.0,2006-03-06 00:00:00,Jesús
1830,2005-10-17 00:00:00,Oficina,Venta,Tarragona,156.0,991224.0,2006-05-30 00:00:00,Carmen
1831,2005-10-18 00:00:00,Piso,Alquiler,Lleida,211.0,1284568.0,2006-08-26 00:00:00,Carmen
1833,2005-10-18 00:00:00,Casa,Alquiler,Girona,157.0,1182053.0,2006-04-09 00:00:00,Joaquín
1837,2005-10-20 00:00:00,Suelo,Alquiler,Tarragona,214.0,1642664.0,2006-08-29 00:00:00,Luisa
1838,2005-10-21 00:00:00,Casa,Alquiler,Girona,258.0,2475510.0,2006-06-28 00:00:00,Jesús
1839,2005-10-22 00:00:00,Suelo,Alquiler,Barcelona,276.0,1544496.0,2006-05-12 00:00:00,Carmen
1841,2005-10-22 00:00:00,Industrial,Venta,Lleida,254.0,2299208.0,2006-09-05 00:00:00,Pedro
1845,2005-10-26 00:00:00,Local,Alquiler,Lleida,205.0,1597360.0,2006-10-15 00:00:00,Carmen
1846,2005-10-27 00:00:00,Oficina,Alquiler,Tarragona,182.0,1499134.0,2006-09-07 00:00:00,Joaquín
1847,2005-10-27 00:00:00,Oficina,Venta,Girona,266.0,1327606.0,2006-05-02 00:00:00,María
1851,2005-10-28 00:00:00,Piso,Alquiler,Girona,164.0,1421060.0,2006-10-28 00:00:00,Luisa
1852,2005-10-28 00:00:00,Industrial,Alquiler,Barcelona,224.0,1422624.0,2006-03-12 00:00:00,Luisa
1853,2005-10-28 00:00:00,Suelo,Venta,Barcelona,249.0,1878954.0,2006-10-28 00:00:00,Luisa
1854,2005-10-29 00:00:00,Casa,Venta,Girona,160.0,1263040.0,2006-02-08 00:00:00,Jesús
1855,2005-10-29 00:00:00,Casa,Venta,Girona,284.0,2467960.0,2006-04-25 00:00:00,Pedro
1856,2005-10-30 00:00:00,Local,Venta,Lleida,254.0,2394204.0,2006-08-19 00:00:00,María
1858,2005-10-31 00:00:00,Casa,Alquiler,Girona,216.0,1883088.0,2006-10-18 00:00:00,Pedro
1859,2005-11-01 00:00:00,Oficina,Alquiler,Girona,213.0,2083779.0,2006-04-23 00:00:00,María
1860,2005-11-02 00:00:00,Suelo,Venta,Lleida,228.0,1944840.0,2006-10-10 00:00:00,María
1861,2005-11-02 00:00:00,Parking,Venta,Barcelona,249.0,2221329.0,2006-05-12 00:00:00,Pedro
1868,2005-11-04 00:00:00,Piso,Venta,Girona,259.0,1074332.0,2006-02-09 00:00:00,Joaquín
1869,2005-11-04 00:00:00,Suelo,Venta,Girona,191.0,1895293.0,2006-07-21 00:00:00,María
1871,2005-11-05 00:00:00,Industrial,Alquiler,Girona,233.0,1644747.0,2006-05-05 00:00:00,Carmen
1872,2005-11-05 00:00:00,Parking,Alquiler,Tarragona,122.0,1162172.0,2006-02-26 00:00:00,Luisa
1873,2005-11-07 00:00:00,Piso,Venta,Lleida,128.0,706560.0,2006-04-16 00:00:00,Carmen
1874,2005-11-07 00:00:00,Oficina,Venta,Lleida,93.0,589155.0,2006-04-22 00:00:00,Carmen
1875,2005-11-08 00:00:00,Local,Alquiler,Lleida,191.0,1370998.0,2006-09-07 00:00:00,Joaquín
1876,2005-11-08 00:00:00,Oficina,Venta,Tarragona,171.0,1093887.0,2006-04-09 00:00:00,Pedro
1880,2005-11-09 00:00:00,Piso,Alquiler,Tarragona,157.0,1174203.0,2006-04-09 00:00:00,Pedro
1881,2005-11-09 00:00:00,Suelo,Alquiler,Lleida,186.0,1713990.0,2006-08-28 00:00:00,María
1882,2005-11-09 00:00:00,Parking,Alquiler,Girona,156.0,1508988.0,2006-09-18 00:00:00,Jesús
1883,2005-11-10 00:00:00,Local,Alquiler,Barcelona,246.0,2216214.0,2006-04-17 00:00:00,María
1884,2005-11-12 00:00:00,Suelo,Venta,Tarragona,225.0,1300500.0,2006-07-24 00:00:00,Carmen
1885,2005-11-12 00:00:00,Oficina,Alquiler,Girona,273.0,2333058.0,2006-03-05 00:00:00,Joaquín
1889,2005-11-13 00:00:00,Oficina,Venta,Tarragona,251.0,2070750.0,2006-09-03 00:00:00,Carmen
1891,2005-11-13 00:00:00,Industrial,Venta,Tarragona,154.0,1380764.0,2006-05-04 00:00:00,Carmen
1894,2005-11-14 00:00:00,Suelo,Venta,Lleida,280.0,1720320.0,2006-04-05 00:00:00,María
1897,2005-11-16 00:00:00,Suelo,Alquiler,Lleida,163.0,1179957.0,2006-06-06 00:00:00,María
1899,2005-11-16 00:00:00,Local,Venta,Tarragona,277.0,1116587.0,2006-10-01 00:00:00,Carmen
1900,2005-11-17 00:00:00,Piso,Alquiler,Tarragona,161.0,917378.0,2006-05-04 00:00:00,Carmen
1902,2005-11-19 00:00:00,Parking,Venta,Barcelona,145.0,1213505.0,2006-11-05 00:00:00,Pedro
1903,2005-11-19 00:00:00,Oficina,Venta,Tarragona,220.0,1601600.0,2006-05-05 00:00:00,Luisa
1904,2005-11-19 00:00:00,Local,Alquiler,Lleida,87.0,756900.0,2006-05-26 00:00:00,Carmen
1908,2005-11-21 00:00:00,Parking,Alquiler,Tarragona,119.0,508606.0,2006-08-17 00:00:00,Carmen
1909,2005-11-21 00:00:00,Suelo,Alquiler,Tarragona,185.0,1179190.0,2006-03-14 00:00:00,Luisa
1910,2005-11-21 00:00:00,Casa,Alquiler,Barcelona,113.0,1059827.0,2006-10-21 00:00:00,Joaquín
1912,2005-11-22 00:00:00,Industrial,Alquiler,Tarragona,287.0,1926344.0,2006-06-18 00:00:00,María
1914,2005-11-22 00:00:00,Industrial,Alquiler,Lleida,177.0,1736901.0,2006-10-24 00:00:00,María
1915,2005-11-22 00:00:00,Oficina,Venta,Lleida,263.0,2323868.0,2006-05-25 00:00:00,Pedro
1918,2005-11-23 00:00:00,Oficina,Alquiler,Tarragona,44.0,363968.0,2006-09-02 00:00:00,Carmen
1919,2005-11-23 00:00:00,Suelo,Venta,Girona,243.0,2347137.0,2006-07-19 00:00:00,María
1921,2005-11-24 00:00:00,Casa,Venta,Tarragona,223.0,1360523.0,2006-03-02 00:00:00,Jesús
1922,2005-11-24 00:00:00,Suelo,Alquiler,Tarragona,287.0,1276289.0,2006-04-19 00:00:00,María
1923,2005-11-25 00:00:00,Parking,Alquiler,Tarragona,295.0,2613405.0,2006-11-23 00:00:00,Carmen
1924,2005-11-25 00:00:00,Industrial,Alquiler,Barcelona,276.0,1817736.0,2006-09-14 00:00:00,Joaquín
1925,2005-11-25 00:00:00,Suelo,Alquiler,Girona,103.0,557127.0,2006-05-08 00:00:00,Carmen
1927,2005-11-26 00:00:00,Piso,Alquiler,Tarragona,179.0,1674903.0,2006-04-30 00:00:00,Jesús
1929,2005-11-26 00:00:00,Industrial,Alquiler,Tarragona,276.0,1539252.0,2006-09-20 00:00:00,Pedro
1930,2005-11-27 00:00:00,Casa,Alquiler,Tarragona,288.0,1228320.0,2006-09-23 00:00:00,Jesús
1932,2005-11-27 00:00:00,Industrial,Alquiler,Barcelona,180.0,1688040.0,2006-07-07 00:00:00,Luisa
1933,2005-11-28 00:00:00,Industrial,Alquiler,Tarragona,105.0,1021230.0,2006-09-17 00:00:00,Carmen
1934,2005-11-28 00:00:00,Industrial,Alquiler,Tarragona,80.0,405280.0,2006-03-29 00:00:00,Carmen
1935,2005-11-28 00:00:00,Piso,Venta,Barcelona,249.0,1780350.0,2006-03-14 00:00:00,Luisa
1936,2005-11-28 00:00:00,Suelo,Venta,Girona,188.0,1265992.0,2006-10-21 00:00:00,Luisa
1937,2005-11-29 00:00:00,Local,Venta,Tarragona,154.0,783860.0,2006-05-10 00:00:00,Carmen
1938,2005-11-29 00:00:00,Industrial,Alquiler,Girona,137.0,693631.0,2006-07-21 00:00:00,Carmen
